,context,task,construct,hits,task_hits,construct_hits
4602,notEF,Pychomotor Vigilance,Updating,0,0,11193
4603,notEF,Toy Sort,Updating,0,0,11193
4604,notEF,Simon,Updating,7,3086,11193
4605,notEF,Semantic Fluency,Updating,4,598,11193
4606,notEF,Oddity Switching,Updating,0,0,11193
4607,notEF,Spin the Pots,Updating,0,0,11193
4608,notEF,Object Substitution,Updating,11,129,11193
4609,notEF,Number Letter,Updating,3,20,11193
4610,notEF,N-back,Updating,70,1529,11193
4611,notEF,MOT,Updating,2,1020,11193
4612,notEF,Arithmatic Span,Updating,0,0,11193
4613,notEF,Sentence Completion,Updating,0,506,11193
4614,notEF,Automated Operation Span,Updating,0,17,11193
4615,notEF,Self Control Schedule,Updating,0,47,11193
4616,notEF,Stroop,Updating,23,5853,11193
4617,notEF,STOP,Updating,48,56378,11193
4618,notEF,Verbal Span,Updating,2,73,11193
4619,notEF,OOO,Updating,0,154,11193
4620,notEF,Backward Span,Updating,3,41,11193
4621,notEF,OSpan,Updating,1,32,11193
4622,notEF,Adaptive N-back,Updating,0,0,11193
4623,notEF,Spatial Conflict Arrows,Updating,0,0,11193
4624,notEF,Corsi Block Span,Updating,0,0,11193
4625,notEF,Analogy Making,Verbal Processing,0,15,298
4626,notEF,Animal Shifting,Verbal Processing,0,0,298
4627,notEF,Anti Saccade,Verbal Processing,0,174,298
4628,notEF,Attentional Blink,Verbal Processing,0,783,298
4629,notEF,Attentional Network,Verbal Processing,0,314,298
4630,notEF,Auditory Attention,Verbal Processing,1,811,298
4631,notEF,Backward Color Recall,Verbal Processing,0,0,298
4632,notEF,Balance Beam,Verbal Processing,0,345,298
4633,notEF,BART,Verbal Processing,0,713,298
4634,notEF,Balloon Analouge Risk Taking,Verbal Processing,0,0,298
4635,notEF,Bear Alligator,Verbal Processing,0,0,298
4636,notEF,Block Design Subtest,Verbal Processing,0,64,298
4637,notEF,Box Crossing Dual,Verbal Processing,0,0,298
4638,notEF,Category Fluency,Verbal Processing,4,513,298
4639,notEF,Category Switch,Verbal Processing,0,3,298
4640,notEF,Cognitive Flexibility,Verbal Processing,4,2008,298
4641,notEF,Color Shape,Verbal Processing,0,78,298
4642,notEF,Contingency Naming,Verbal Processing,0,0,298
4643,notEF,CPT,Verbal Processing,0,12420,298
4644,notEF,Continious Performance Task,Verbal Processing,0,0,298
4645,notEF,AX-CPT,Verbal Processing,0,99,298
4646,notEF,Controlled Attention,Verbal Processing,0,142,298
4647,notEF,Counting Recall,Verbal Processing,0,0,298
4648,notEF,Cued Unpredictable Switch,Verbal Processing,0,0,298
4649,notEF,D2 Target Detection,Verbal Processing,0,0,298
4650,notEF,Degraded Vigilance,Verbal Processing,0,0,298
4651,notEF,Delay Choice,Verbal Processing,0,13,298
4652,notEF,Delay Discounting Task,Verbal Processing,0,368,298
4653,notEF,Delayed Alternation,Verbal Processing,0,441,298
4654,notEF,Digit Shifting,Verbal Processing,0,0,298
4655,notEF,Dimension Switching,Verbal Processing,0,1,298
4656,notEF,DCCS,Verbal Processing,0,263,298
4657,notEF,Dimensional Change Card Sort,Verbal Processing,0,27,298
4658,notEF,Dragon,Verbal Processing,0,1284,298
4659,notEF,Expressive Attention,Verbal Processing,0,0,298
4660,notEF,Flanker,Verbal Processing,0,1512,298
4661,notEF,Flexibility,Verbal Processing,6,68715,298
4662,notEF,Flexible Item Selection,Verbal Processing,0,4,298
4663,notEF,Gift Delay,Verbal Processing,0,1,298
4664,notEF,Gift Wrap,Verbal Processing,0,4,298
4665,notEF,Go/NoGo,Verbal Processing,0,841,298
4666,notEF,TMT,Verbal Processing,1,2747,298
4667,notEF,Trail Making Task,Verbal Processing,0,35,298
4668,notEF,Grass Snow,Verbal Processing,0,1,298
4669,notEF,Hayling Test,Verbal Processing,0,28,298
4670,notEF,Head-Toes-Knees-Shoulders,Verbal Processing,0,6,298
4671,notEF,Incompatibility Test,Verbal Processing,0,13,298
4672,notEF,IGT,Verbal Processing,0,4718,298
4673,notEF,Iowa Gambling Task,Verbal Processing,0,880,298
4674,notEF,Keep Track,Verbal Processing,0,737,298
4675,notEF,Knock and Tap,Verbal Processing,0,0,298
4676,notEF,Letter Fluency,Verbal Processing,0,334,298
4677,notEF,Letter Memory,Verbal Processing,0,36,298
4678,notEF,Letter Monitoring,Verbal Processing,1,19,298
4679,notEF,LNS,Verbal Processing,0,4255,298
4680,notEF,Letter Number Sequencing,Verbal Processing,1,151,298
4681,notEF,Lexical Fluency,Verbal Processing,0,22,298
4682,notEF,Listening Recall,Verbal Processing,0,0,298
4683,notEF,Local Global,Verbal Processing,0,227,298
4684,notEF,Luria Hand Game,Verbal Processing,0,0,298
4685,notEF,MONITOR,Verbal Processing,1,146955,298
4686,notEF,Matrix Monitoring,Verbal Processing,0,0,298
4687,notEF,Mental Counters,Verbal Processing,0,0,298
4688,notEF,Mister X,Verbal Processing,0,0,298
4689,notEF,MCST,Verbal Processing,0,56,298
4690,notEF,Modified Card Sorting Test,Verbal Processing,0,40,298
4691,notEF,More Less Odd Even,Verbal Processing,0,0,298
4692,notEF,Wisconsin Card Sort,Verbal Processing,0,104,298
4693,notEF,Stop Signal,Verbal Processing,0,1684,298
4694,notEF,Complex Span,Verbal Processing,1,160,298
4695,notEF,Pick the Picture,Verbal Processing,0,0,298
4696,notEF,Digit Span,Verbal Processing,8,2660,298
4697,notEF,Random Letter Generation,Verbal Processing,0,17,298
4698,notEF,Snack Delay,Verbal Processing,0,12,298
4699,notEF,Visual Matrix Span,Verbal Processing,0,0,298
4700,notEF,Multiple Object Tracking,Verbal Processing,0,281,298
4701,notEF,Block Span,Verbal Processing,0,19,298
4702,notEF,Pictorial Updating,Verbal Processing,0,0,298
4703,notEF,Nebraska Barnyard,Verbal Processing,0,0,298
4704,notEF,Random Number Generation,Verbal Processing,0,220,298
4705,notEF,Nine Boxes,Verbal Processing,0,3,298
4706,notEF,Shape School,Verbal Processing,0,9,298
4707,notEF,Tower of Hanoi,Verbal Processing,0,147,298
4708,notEF,Verbal Fluency,Verbal Processing,21,4220,298
4709,notEF,Pencil Tapping,Verbal Processing,0,4,298
4710,notEF,WCST,Verbal Processing,1,915,298
4711,notEF,Sorting,Verbal Processing,2,39345,298
4712,notEF,Somethings the Same Game,Verbal Processing,0,0,298
4713,notEF,Running Span,Verbal Processing,0,14,298
4714,notEF,Serial Substraction of Sevens,Verbal Processing,0,0,298
4715,notEF,Reverse Categorization,Verbal Processing,0,2,298
4716,notEF,Tower of London,Verbal Processing,1,314,298
4717,notEF,Visuospatial Span,Verbal Processing,0,25,298
4718,notEF,Picture Symbol,Verbal Processing,0,1,298
4719,notEF,Counting Span,Verbal Processing,0,19,298
4720,notEF,Sentence Repetition,Verbal Processing,0,241,298
4721,notEF,SR Compatibility,Verbal Processing,0,6,298
4722,notEF,Simon Says,Verbal Processing,0,10,298
4723,notEF,Reversal Learning,Verbal Processing,0,1796,298
4724,notEF,Odd One Out,Verbal Processing,0,94,298
4725,notEF,Plus Minus Task,Verbal Processing,0,0,298
4726,notEF,Spatial Span,Verbal Processing,0,275,298
4727,notEF,Pychomotor Vigilance,Verbal Processing,0,0,298
4728,notEF,Toy Sort,Verbal Processing,0,0,298
4729,notEF,Simon,Verbal Processing,0,3086,298
4730,notEF,Semantic Fluency,Verbal Processing,0,598,298
4731,notEF,Oddity Switching,Verbal Processing,0,0,298
4732,notEF,Spin the Pots,Verbal Processing,0,0,298
4733,notEF,Object Substitution,Verbal Processing,0,129,298
4734,notEF,Number Letter,Verbal Processing,0,20,298
4735,notEF,N-back,Verbal Processing,2,1529,298
4736,notEF,MOT,Verbal Processing,0,1020,298
4737,notEF,Arithmatic Span,Verbal Processing,0,0,298
4738,notEF,Sentence Completion,Verbal Processing,0,506,298
4739,notEF,Automated Operation Span,Verbal Processing,0,17,298
4740,notEF,Self Control Schedule,Verbal Processing,0,47,298
4741,notEF,Stroop,Verbal Processing,14,5853,298
4742,notEF,STOP,Verbal Processing,0,56378,298
4743,notEF,Verbal Span,Verbal Processing,0,73,298
4744,notEF,OOO,Verbal Processing,0,154,298
4745,notEF,Backward Span,Verbal Processing,0,41,298
4746,notEF,OSpan,Verbal Processing,0,32,298
4747,notEF,Adaptive N-back,Verbal Processing,0,0,298
4748,notEF,Spatial Conflict Arrows,Verbal Processing,0,0,298
4749,notEF,Corsi Block Span,Verbal Processing,0,0,298
4750,notEF,Analogy Making,Visuospatial Processing,0,15,508
4751,notEF,Animal Shifting,Visuospatial Processing,0,0,508
4752,notEF,Anti Saccade,Visuospatial Processing,0,174,508
4753,notEF,Attentional Blink,Visuospatial Processing,0,783,508
4754,notEF,Attentional Network,Visuospatial Processing,0,314,508
4755,notEF,Auditory Attention,Visuospatial Processing,0,811,508
4756,notEF,Backward Color Recall,Visuospatial Processing,0,0,508
4757,notEF,Balance Beam,Visuospatial Processing,0,345,508
4758,notEF,BART,Visuospatial Processing,0,713,508
4759,notEF,Balloon Analouge Risk Taking,Visuospatial Processing,0,0,508
4760,notEF,Bear Alligator,Visuospatial Processing,0,0,508
4761,notEF,Block Design Subtest,Visuospatial Processing,4,64,508
4762,notEF,Box Crossing Dual,Visuospatial Processing,0,0,508
4763,notEF,Category Fluency,Visuospatial Processing,0,513,508
4764,notEF,Category Switch,Visuospatial Processing,0,3,508
4765,notEF,Cognitive Flexibility,Visuospatial Processing,3,2008,508
4766,notEF,Color Shape,Visuospatial Processing,0,78,508
4767,notEF,Contingency Naming,Visuospatial Processing,0,0,508
4768,notEF,CPT,Visuospatial Processing,2,12420,508
4769,notEF,Continious Performance Task,Visuospatial Processing,0,0,508
4770,notEF,AX-CPT,Visuospatial Processing,0,99,508
4771,notEF,Controlled Attention,Visuospatial Processing,0,142,508
4772,notEF,Counting Recall,Visuospatial Processing,0,0,508
4773,notEF,Cued Unpredictable Switch,Visuospatial Processing,0,0,508
4774,notEF,D2 Target Detection,Visuospatial Processing,0,0,508
4775,notEF,Degraded Vigilance,Visuospatial Processing,0,0,508
4776,notEF,Delay Choice,Visuospatial Processing,0,13,508
4777,notEF,Delay Discounting Task,Visuospatial Processing,0,368,508
4778,notEF,Delayed Alternation,Visuospatial Processing,0,441,508
4779,notEF,Digit Shifting,Visuospatial Processing,0,0,508
4780,notEF,Dimension Switching,Visuospatial Processing,0,1,508
4781,notEF,DCCS,Visuospatial Processing,0,263,508
4782,notEF,Dimensional Change Card Sort,Visuospatial Processing,0,27,508
4783,notEF,Dragon,Visuospatial Processing,0,1284,508
4784,notEF,Expressive Attention,Visuospatial Processing,0,0,508
4785,notEF,Flanker,Visuospatial Processing,1,1512,508
4786,notEF,Flexibility,Visuospatial Processing,5,68715,508
4787,notEF,Flexible Item Selection,Visuospatial Processing,0,4,508
4788,notEF,Gift Delay,Visuospatial Processing,0,1,508
4789,notEF,Gift Wrap,Visuospatial Processing,0,4,508
4790,notEF,Go/NoGo,Visuospatial Processing,0,841,508
4791,notEF,TMT,Visuospatial Processing,0,2747,508
4792,notEF,Trail Making Task,Visuospatial Processing,0,35,508
4793,notEF,Grass Snow,Visuospatial Processing,0,1,508
4794,notEF,Hayling Test,Visuospatial Processing,0,28,508
4795,notEF,Head-Toes-Knees-Shoulders,Visuospatial Processing,0,6,508
4796,notEF,Incompatibility Test,Visuospatial Processing,0,13,508
4797,notEF,IGT,Visuospatial Processing,0,4718,508
4798,notEF,Iowa Gambling Task,Visuospatial Processing,0,880,508
4799,notEF,Keep Track,Visuospatial Processing,0,737,508
4800,notEF,Knock and Tap,Visuospatial Processing,0,0,508
4801,notEF,Letter Fluency,Visuospatial Processing,1,334,508
4802,notEF,Letter Memory,Visuospatial Processing,0,36,508
4803,notEF,Letter Monitoring,Visuospatial Processing,0,19,508
4804,notEF,LNS,Visuospatial Processing,0,4255,508
4805,notEF,Letter Number Sequencing,Visuospatial Processing,0,151,508
4806,notEF,Lexical Fluency,Visuospatial Processing,0,22,508
4807,notEF,Listening Recall,Visuospatial Processing,0,0,508
4808,notEF,Local Global,Visuospatial Processing,0,227,508
4809,notEF,Luria Hand Game,Visuospatial Processing,0,0,508
4810,notEF,MONITOR,Visuospatial Processing,3,146955,508
4811,notEF,Matrix Monitoring,Visuospatial Processing,0,0,508
4812,notEF,Mental Counters,Visuospatial Processing,0,0,508
4813,notEF,Mister X,Visuospatial Processing,0,0,508
4814,notEF,MCST,Visuospatial Processing,0,56,508
4815,notEF,Modified Card Sorting Test,Visuospatial Processing,0,40,508
4816,notEF,More Less Odd Even,Visuospatial Processing,0,0,508
4817,notEF,Wisconsin Card Sort,Visuospatial Processing,0,104,508
4818,notEF,Stop Signal,Visuospatial Processing,0,1684,508
4819,notEF,Complex Span,Visuospatial Processing,1,160,508
4820,notEF,Pick the Picture,Visuospatial Processing,0,0,508
4821,notEF,Digit Span,Visuospatial Processing,3,2660,508
4822,notEF,Random Letter Generation,Visuospatial Processing,1,17,508
4823,notEF,Snack Delay,Visuospatial Processing,0,12,508
4824,notEF,Visual Matrix Span,Visuospatial Processing,0,0,508
4825,notEF,Multiple Object Tracking,Visuospatial Processing,0,281,508
4826,notEF,Block Span,Visuospatial Processing,0,19,508
4827,notEF,Pictorial Updating,Visuospatial Processing,0,0,508
4828,notEF,Nebraska Barnyard,Visuospatial Processing,0,0,508
4829,notEF,Random Number Generation,Visuospatial Processing,0,220,508
4830,notEF,Nine Boxes,Visuospatial Processing,0,3,508
4831,notEF,Shape School,Visuospatial Processing,0,9,508
4832,notEF,Tower of Hanoi,Visuospatial Processing,0,147,508
4833,notEF,Verbal Fluency,Visuospatial Processing,6,4220,508
4834,notEF,Pencil Tapping,Visuospatial Processing,0,4,508
4835,notEF,WCST,Visuospatial Processing,2,915,508
4836,notEF,Sorting,Visuospatial Processing,3,39345,508
4837,notEF,Somethings the Same Game,Visuospatial Processing,0,0,508
4838,notEF,Running Span,Visuospatial Processing,0,14,508
4839,notEF,Serial Substraction of Sevens,Visuospatial Processing,0,0,508
4840,notEF,Reverse Categorization,Visuospatial Processing,0,2,508
4841,notEF,Tower of London,Visuospatial Processing,2,314,508
4842,notEF,Visuospatial Span,Visuospatial Processing,1,25,508
4843,notEF,Picture Symbol,Visuospatial Processing,0,1,508
4844,notEF,Counting Span,Visuospatial Processing,0,19,508
4845,notEF,Sentence Repetition,Visuospatial Processing,0,241,508
4846,notEF,SR Compatibility,Visuospatial Processing,0,6,508
4847,notEF,Simon Says,Visuospatial Processing,0,10,508
4848,notEF,Reversal Learning,Visuospatial Processing,0,1796,508
4849,notEF,Odd One Out,Visuospatial Processing,0,94,508
4850,notEF,Plus Minus Task,Visuospatial Processing,0,0,508
4851,notEF,Spatial Span,Visuospatial Processing,3,275,508
4852,notEF,Pychomotor Vigilance,Visuospatial Processing,0,0,508
4853,notEF,Toy Sort,Visuospatial Processing,0,0,508
4854,notEF,Simon,Visuospatial Processing,0,3086,508
4855,notEF,Semantic Fluency,Visuospatial Processing,1,598,508
4856,notEF,Oddity Switching,Visuospatial Processing,0,0,508
4857,notEF,Spin the Pots,Visuospatial Processing,0,0,508
4858,notEF,Object Substitution,Visuospatial Processing,0,129,508
4859,notEF,Number Letter,Visuospatial Processing,0,20,508
4860,notEF,N-back,Visuospatial Processing,2,1529,508
4861,notEF,MOT,Visuospatial Processing,0,1020,508
4862,notEF,Arithmatic Span,Visuospatial Processing,0,0,508
4863,notEF,Sentence Completion,Visuospatial Processing,0,506,508
4864,notEF,Automated Operation Span,Visuospatial Processing,0,17,508
4865,notEF,Self Control Schedule,Visuospatial Processing,0,47,508
4866,notEF,Stroop,Visuospatial Processing,5,5853,508
4867,notEF,STOP,Visuospatial Processing,0,56378,508
4868,notEF,Verbal Span,Visuospatial Processing,0,73,508
4869,notEF,OOO,Visuospatial Processing,0,154,508
4870,notEF,Backward Span,Visuospatial Processing,1,41,508
4871,notEF,OSpan,Visuospatial Processing,1,32,508
4872,notEF,Adaptive N-back,Visuospatial Processing,0,0,508
4873,notEF,Spatial Conflict Arrows,Visuospatial Processing,0,0,508
4874,notEF,Corsi Block Span,Visuospatial Processing,0,0,508
4875,notEF,Analogy Making,Volition,0,15,829
4876,notEF,Animal Shifting,Volition,0,0,829
4877,notEF,Anti Saccade,Volition,0,174,829
4878,notEF,Attentional Blink,Volition,0,783,829
4879,notEF,Attentional Network,Volition,0,314,829
4880,notEF,Auditory Attention,Volition,0,811,829
4881,notEF,Backward Color Recall,Volition,0,0,829
4882,notEF,Balance Beam,Volition,0,345,829
4883,notEF,BART,Volition,0,713,829
4884,notEF,Balloon Analouge Risk Taking,Volition,0,0,829
4885,notEF,Bear Alligator,Volition,0,0,829
4886,notEF,Block Design Subtest,Volition,0,64,829
4887,notEF,Box Crossing Dual,Volition,0,0,829
4888,notEF,Category Fluency,Volition,0,513,829
4889,notEF,Category Switch,Volition,0,3,829
4890,notEF,Cognitive Flexibility,Volition,0,2008,829
4891,notEF,Color Shape,Volition,0,78,829
4892,notEF,Contingency Naming,Volition,0,0,829
4893,notEF,CPT,Volition,0,12420,829
4894,notEF,Continious Performance Task,Volition,0,0,829
4895,notEF,AX-CPT,Volition,0,99,829
4896,notEF,Controlled Attention,Volition,0,142,829
4897,notEF,Counting Recall,Volition,0,0,829
4898,notEF,Cued Unpredictable Switch,Volition,0,0,829
4899,notEF,D2 Target Detection,Volition,0,0,829
4900,notEF,Degraded Vigilance,Volition,0,0,829
4901,notEF,Delay Choice,Volition,0,13,829
4902,notEF,Delay Discounting Task,Volition,0,368,829
4903,notEF,Delayed Alternation,Volition,0,441,829
4904,notEF,Digit Shifting,Volition,0,0,829
4905,notEF,Dimension Switching,Volition,0,1,829
4906,notEF,DCCS,Volition,0,263,829
4907,notEF,Dimensional Change Card Sort,Volition,0,27,829
4908,notEF,Dragon,Volition,0,1284,829
4909,notEF,Expressive Attention,Volition,0,0,829
4910,notEF,Flanker,Volition,0,1512,829
4911,notEF,Flexibility,Volition,11,68715,829
4912,notEF,Flexible Item Selection,Volition,0,4,829
4913,notEF,Gift Delay,Volition,0,1,829
4914,notEF,Gift Wrap,Volition,0,4,829
4915,notEF,Go/NoGo,Volition,1,841,829
4916,notEF,TMT,Volition,0,2747,829
4917,notEF,Trail Making Task,Volition,0,35,829
4918,notEF,Grass Snow,Volition,0,1,829
4919,notEF,Hayling Test,Volition,0,28,829
4920,notEF,Head-Toes-Knees-Shoulders,Volition,0,6,829
4921,notEF,Incompatibility Test,Volition,0,13,829
4922,notEF,IGT,Volition,1,4718,829
4923,notEF,Iowa Gambling Task,Volition,1,880,829
4924,notEF,Keep Track,Volition,0,737,829
4925,notEF,Knock and Tap,Volition,0,0,829
4926,notEF,Letter Fluency,Volition,0,334,829
4927,notEF,Letter Memory,Volition,0,36,829
4928,notEF,Letter Monitoring,Volition,0,19,829
4929,notEF,LNS,Volition,0,4255,829
4930,notEF,Letter Number Sequencing,Volition,0,151,829
4931,notEF,Lexical Fluency,Volition,0,22,829
4932,notEF,Listening Recall,Volition,0,0,829
4933,notEF,Local Global,Volition,0,227,829
4934,notEF,Luria Hand Game,Volition,0,0,829
4935,notEF,MONITOR,Volition,5,146955,829
4936,notEF,Matrix Monitoring,Volition,0,0,829
4937,notEF,Mental Counters,Volition,0,0,829
4938,notEF,Mister X,Volition,0,0,829
4939,notEF,MCST,Volition,0,56,829
4940,notEF,Modified Card Sorting Test,Volition,0,40,829
4941,notEF,More Less Odd Even,Volition,0,0,829
4942,notEF,Wisconsin Card Sort,Volition,0,104,829
4943,notEF,Stop Signal,Volition,5,1684,829
4944,notEF,Complex Span,Volition,0,160,829
4945,notEF,Pick the Picture,Volition,0,0,829
4946,notEF,Digit Span,Volition,1,2660,829
4947,notEF,Random Letter Generation,Volition,0,17,829
4948,notEF,Snack Delay,Volition,0,12,829
4949,notEF,Visual Matrix Span,Volition,0,0,829
4950,notEF,Multiple Object Tracking,Volition,0,281,829
4951,notEF,Block Span,Volition,0,19,829
4952,notEF,Pictorial Updating,Volition,0,0,829
4953,notEF,Nebraska Barnyard,Volition,0,0,829
4954,notEF,Random Number Generation,Volition,0,220,829
4955,notEF,Nine Boxes,Volition,0,3,829
4956,notEF,Shape School,Volition,0,9,829
4957,notEF,Tower of Hanoi,Volition,0,147,829
4958,notEF,Verbal Fluency,Volition,0,4220,829
4959,notEF,Pencil Tapping,Volition,0,4,829
4960,notEF,WCST,Volition,0,915,829
4961,notEF,Sorting,Volition,1,39345,829
4962,notEF,Somethings the Same Game,Volition,0,0,829
4963,notEF,Running Span,Volition,0,14,829
4964,notEF,Serial Substraction of Sevens,Volition,0,0,829
4965,notEF,Reverse Categorization,Volition,0,2,829
4966,notEF,Tower of London,Volition,0,314,829
4967,notEF,Visuospatial Span,Volition,0,25,829
4968,notEF,Picture Symbol,Volition,0,1,829
4969,notEF,Counting Span,Volition,0,19,829
4970,notEF,Sentence Repetition,Volition,0,241,829
4971,notEF,SR Compatibility,Volition,0,6,829
4972,notEF,Simon Says,Volition,0,10,829
4973,notEF,Reversal Learning,Volition,1,1796,829
4974,notEF,Odd One Out,Volition,0,94,829
4975,notEF,Plus Minus Task,Volition,0,0,829
4976,notEF,Spatial Span,Volition,0,275,829
4977,notEF,Pychomotor Vigilance,Volition,0,0,829
4978,notEF,Toy Sort,Volition,0,0,829
4979,notEF,Simon,Volition,0,3086,829
4980,notEF,Semantic Fluency,Volition,0,598,829
4981,notEF,Oddity Switching,Volition,0,0,829
4982,notEF,Spin the Pots,Volition,0,0,829
4983,notEF,Object Substitution,Volition,0,129,829
4984,notEF,Number Letter,Volition,0,20,829
4985,notEF,N-back,Volition,0,1529,829
4986,notEF,MOT,Volition,0,1020,829
4987,notEF,Arithmatic Span,Volition,0,0,829
4988,notEF,Sentence Completion,Volition,0,506,829
4989,notEF,Automated Operation Span,Volition,0,17,829
4990,notEF,Self Control Schedule,Volition,0,47,829
4991,notEF,Stroop,Volition,1,5853,829
4992,notEF,STOP,Volition,8,56378,829
4993,notEF,Verbal Span,Volition,0,73,829
4994,notEF,OOO,Volition,0,154,829
4995,notEF,Backward Span,Volition,0,41,829
4996,notEF,OSpan,Volition,0,32,829
4997,notEF,Adaptive N-back,Volition,0,0,829
4998,notEF,Spatial Conflict Arrows,Volition,0,0,829
4999,notEF,Corsi Block Span,Volition,0,0,829
5000,EF,Analogy Making,Behavioral Control,0,2,61
5001,EF,Animal Shifting,Behavioral Control,0,0,61
5002,EF,Anti Saccade,Behavioral Control,1,14,61
5003,EF,Attentional Blink,Behavioral Control,0,16,61
5004,EF,Attentional Network,Behavioral Control,0,60,61
5005,EF,Auditory Attention,Behavioral Control,0,53,61
5006,EF,Backward Color Recall,Behavioral Control,0,0,61
5007,EF,Balance Beam,Behavioral Control,0,2,61
5008,EF,BART,Behavioral Control,0,9,61
5009,EF,Balloon Analouge Risk Taking,Behavioral Control,0,0,61
5010,EF,Bear Alligator,Behavioral Control,0,0,61
5011,EF,Block Design Subtest,Behavioral Control,0,7,61
5012,EF,Box Crossing Dual,Behavioral Control,0,0,61
5013,EF,Category Fluency,Behavioral Control,0,108,61
5014,EF,Category Switch,Behavioral Control,0,1,61
5015,EF,Cognitive Flexibility,Behavioral Control,2,898,61
5016,EF,Color Shape,Behavioral Control,0,11,61
5017,EF,Contingency Naming,Behavioral Control,0,0,61
5018,EF,CPT,Behavioral Control,0,139,61
5019,EF,Continious Performance Task,Behavioral Control,0,0,61
5020,EF,AX-CPT,Behavioral Control,0,18,61
5021,EF,Controlled Attention,Behavioral Control,0,14,61
5022,EF,Counting Recall,Behavioral Control,0,0,61
5023,EF,Cued Unpredictable Switch,Behavioral Control,0,0,61
5024,EF,D2 Target Detection,Behavioral Control,0,0,61
5025,EF,Degraded Vigilance,Behavioral Control,0,0,61
5026,EF,Delay Choice,Behavioral Control,0,2,61
5027,EF,Delay Discounting Task,Behavioral Control,0,19,61
5028,EF,Delayed Alternation,Behavioral Control,0,8,61
5029,EF,Digit Shifting,Behavioral Control,0,0,61
5030,EF,Dimension Switching,Behavioral Control,0,0,61
5031,EF,DCCS,Behavioral Control,0,38,61
5032,EF,Dimensional Change Card Sort,Behavioral Control,0,63,61
5033,EF,Dragon,Behavioral Control,0,9,61
5034,EF,Expressive Attention,Behavioral Control,0,0,61
5035,EF,Flanker,Behavioral Control,0,314,61
5036,EF,Flexibility,Behavioral Control,4,1441,61
5037,EF,Flexible Item Selection,Behavioral Control,1,7,61
5038,EF,Gift Delay,Behavioral Control,0,0,61
5039,EF,Gift Wrap,Behavioral Control,0,2,61
5040,EF,Go/NoGo,Behavioral Control,1,147,61
5041,EF,TMT,Behavioral Control,0,362,61
5042,EF,Trail Making Task,Behavioral Control,0,23,61
5043,EF,Grass Snow,Behavioral Control,0,0,61
5044,EF,Hayling Test,Behavioral Control,1,29,61
5045,EF,Head-Toes-Knees-Shoulders,Behavioral Control,0,10,61
5046,EF,Incompatibility Test,Behavioral Control,0,0,61
5047,EF,IGT,Behavioral Control,1,97,61
5048,EF,Iowa Gambling Task,Behavioral Control,1,164,61
5049,EF,Keep Track,Behavioral Control,0,10,61
5050,EF,Knock and Tap,Behavioral Control,0,0,61
5051,EF,Letter Fluency,Behavioral Control,0,113,61
5052,EF,Letter Memory,Behavioral Control,0,6,61
5053,EF,Letter Monitoring,Behavioral Control,0,1,61
5054,EF,LNS,Behavioral Control,0,14,61
5055,EF,Letter Number Sequencing,Behavioral Control,0,63,61
5056,EF,Lexical Fluency,Behavioral Control,0,16,61
5057,EF,Listening Recall,Behavioral Control,0,0,61
5058,EF,Local Global,Behavioral Control,0,13,61
5059,EF,Luria Hand Game,Behavioral Control,0,0,61
5060,EF,MONITOR,Behavioral Control,1,206,61
5061,EF,Matrix Monitoring,Behavioral Control,0,0,61
5062,EF,Mental Counters,Behavioral Control,0,0,61
5063,EF,Mister X,Behavioral Control,0,0,61
5064,EF,MCST,Behavioral Control,0,11,61
5065,EF,Modified Card Sorting Test,Behavioral Control,0,15,61
5066,EF,More Less Odd Even,Behavioral Control,0,0,61
5067,EF,Wisconsin Card Sort,Behavioral Control,0,55,61
5068,EF,Stop Signal,Behavioral Control,3,258,61
5069,EF,Complex Span,Behavioral Control,0,9,61
5070,EF,Pick the Picture,Behavioral Control,0,0,61
5071,EF,Digit Span,Behavioral Control,0,477,61
5072,EF,Random Letter Generation,Behavioral Control,0,4,61
5073,EF,Snack Delay,Behavioral Control,0,5,61
5074,EF,Visual Matrix Span,Behavioral Control,0,0,61
5075,EF,Multiple Object Tracking,Behavioral Control,0,4,61
5076,EF,Block Span,Behavioral Control,0,4,61
5077,EF,Pictorial Updating,Behavioral Control,0,0,61
5078,EF,Nebraska Barnyard,Behavioral Control,0,0,61
5079,EF,Random Number Generation,Behavioral Control,0,39,61
5080,EF,Nine Boxes,Behavioral Control,0,0,61
5081,EF,Shape School,Behavioral Control,0,8,61
5082,EF,Tower of Hanoi,Behavioral Control,0,69,61
5083,EF,Verbal Fluency,Behavioral Control,0,1169,61
5084,EF,Pencil Tapping,Behavioral Control,0,0,61
5085,EF,WCST,Behavioral Control,0,494,61
5086,EF,Sorting,Behavioral Control,1,918,61
5087,EF,Somethings the Same Game,Behavioral Control,0,0,61
5088,EF,Running Span,Behavioral Control,0,10,61
5089,EF,Serial Substraction of Sevens,Behavioral Control,0,0,61
5090,EF,Reverse Categorization,Behavioral Control,0,4,61
5091,EF,Tower of London,Behavioral Control,0,238,61
5092,EF,Visuospatial Span,Behavioral Control,0,4,61
5093,EF,Picture Symbol,Behavioral Control,0,0,61
5094,EF,Counting Span,Behavioral Control,0,2,61
5095,EF,Sentence Repetition,Behavioral Control,0,3,61
5096,EF,SR Compatibility,Behavioral Control,0,0,61
5097,EF,Simon Says,Behavioral Control,0,2,61
5098,EF,Reversal Learning,Behavioral Control,2,147,61
