task,concept,timestamp_ms,task_concept_ef_hits,task_suffixtask_concept_ef_hits,task_suffixtest_concept_ef_hits,task_suffixgame_concept_ef_hits,task_concept_hits,task_suffixtask_concept_hits,task_suffixtest_concept_hits,task_suffixgame_concept_hits,concept_hits,concept_ef_hits,task_hits,task_suffixtask_hits,task_suffixtest_hits,task_suffixgame_hits,task_ef_hits,task_suffixtask_ef_hits,task_suffixgame_ef_hits,task_suffixtest_ef_hits
Local Global,Cognitive Control,1579031019159,2,2,0,0,5,3,0,0
Local Global,Inhibition,1579031025332,5,2,0,0,12,3,0,0
Local Global,Inference Control,1579031031620,0,0,0,0,0,0,0,0
Local Global,Response Inhibition,1579031037761,1,0,0,0,1,0,0,0
Local Global,Working Memory,1579031043933,1,1,0,0,2,1,0,0
Local Global,Creativity,1579031050075,0,0,0,0,0,0,0,0
Local Global,Deductive Reasoning,1579031056172,0,0,0,0,0,0,0,0
Local Global,Dual Task Coordination,1579031062294,0,0,0,0,0,0,0,0
Local Global,Effective Performance,1579031068414,0,0,0,0,0,0,0,0
Local Global,Emotional Control,1579031074530,0,0,0,0,0,0,0,0
Local Global,Emotional Regulation,1579031080696,0,0,0,0,0,0,0,0
Local Global,Executive Control,1579031086945,1,1,0,0,2,2,0,0
Local Global,Feedback Learning,1579031093067,0,0,0,0,0,0,0,0
Local Global,Fluency,1579031099232,1,0,0,0,2,0,0,0
Local Global,Generativity,1579031105336,1,0,0,0,1,0,0,0
Local Global,Fluid Intelligence,1579031111418,1,0,0,0,2,1,0,0
Local Global,Logical Reasoning,1579031117558,0,0,0,0,0,0,0,0
Local Global,Relational Reasoning,1579031123696,0,0,0,0,0,0,0,0
Local Global,Inhibition Control,1579031129820,0,0,0,0,0,0,0,0
Local Global,Initiation,1579031135908,0,0,0,0,0,0,0,0
Local Global,Mindfulness,1579031142028,0,0,0,0,0,0,0,0
Local Global,Motivational Drive,1579031148162,0,0,0,0,0,0,0,0
Local Global,Organization,1579031154322,2,1,0,0,18,1,0,0
Local Global,Problem Solving,1579031160528,1,0,0,0,1,0,0,0
Local Global,Responsive Action,1579031166638,0,0,0,0,0,0,0,0
Local Global,Response Conflict,1579031172703,0,0,0,0,2,0,0,0
Local Global,Reward Processing,1579031178843,0,0,0,0,0,0,0,0
Local Global,Self Control,1579031185025,0,0,0,0,0,0,0,0
Local Global,Sequencing,1579031191134,0,0,0,0,1,0,0,0
Local Global,Shifting,1579031197295,4,1,0,0,8,2,0,0
Local Global,Strategic Retrieval,1579031204492,0,0,0,0,0,0,0,0
Local Global,Switching,1579031210560,5,4,0,0,13,5,0,0
Local Global,Updating,1579031217036,4,2,0,0,4,2,0,0
Local Global,Verbal Processing,1579031224226,0,0,0,0,0,0,0,0
Local Global,Visuospatial Processing,1579031230366,1,0,0,0,1,0,0,0
Local Global,Volition,1579031236548,0,0,0,0,0,0,0,0
Luria Hand Game,Behavioral Control,1579031242741,0,0,0,0,0,0,0,0
Luria Hand Game,Behavioral Regulation,1579031248888,0,0,0,0,0,0,0,0
Luria Hand Game,Central Executive,1579031254979,0,0,0,0,0,0,0,0
Luria Hand Game,Cognitive Flexibility,1579031261395,0,0,0,0,0,0,0,0
Luria Hand Game,Cognitive Control,1579031267560,0,0,0,0,0,0,0,0
Luria Hand Game,Inhibition,1579031273881,0,0,0,0,0,0,0,0
Luria Hand Game,Inference Control,1579031279990,0,0,0,0,0,0,0,0
Luria Hand Game,Response Inhibition,1579031286217,0,0,0,0,0,0,0,0
Luria Hand Game,Working Memory,1579031292276,0,0,0,0,0,0,0,0
Luria Hand Game,Creativity,1579031298356,0,0,0,0,0,0,0,0
Luria Hand Game,Deductive Reasoning,1579031305410,0,0,0,0,0,0,0,0
Luria Hand Game,Dual Task Coordination,1579031311576,0,0,0,0,0,0,0,0
Luria Hand Game,Effective Performance,1579031317649,0,0,0,0,0,0,0,0
Luria Hand Game,Emotional Control,1579031323842,0,0,0,0,0,0,0,0
Luria Hand Game,Emotional Regulation,1579031329916,0,0,0,0,0,0,0,0
Luria Hand Game,Executive Control,1579031336112,0,0,0,0,0,0,0,0
Luria Hand Game,Feedback Learning,1579031342178,0,0,0,0,0,0,0,0
Luria Hand Game,Fluency,1579031348361,0,0,0,0,0,0,0,0
Luria Hand Game,Generativity,1579031354730,0,0,0,0,0,0,0,0
Luria Hand Game,Fluid Intelligence,1579031360870,0,0,0,0,0,0,0,0
Luria Hand Game,Logical Reasoning,1579031367061,0,0,0,0,0,0,0,0
Luria Hand Game,Relational Reasoning,1579031373172,0,0,0,0,0,0,0,0
Luria Hand Game,Inhibition Control,1579031379296,0,0,0,0,0,0,0,0
Luria Hand Game,Initiation,1579031387275,0,0,0,0,0,0,0,0
Luria Hand Game,Mindfulness,1579031393398,0,0,0,0,0,0,0,0
Luria Hand Game,Motivational Drive,1579031399461,0,0,0,0,0,0,0,0
Luria Hand Game,Organization,1579031405883,0,0,0,0,0,0,0,0
Luria Hand Game,Problem Solving,1579031412025,0,0,0,0,0,0,0,0
Luria Hand Game,Responsive Action,1579031418262,0,0,0,0,0,0,0,0
Luria Hand Game,Response Conflict,1579031424383,0,0,0,0,0,0,0,0
Luria Hand Game,Reward Processing,1579031430660,0,0,0,0,0,0,0,0
Luria Hand Game,Self Control,1579031436767,0,0,0,0,0,0,0,0
Luria Hand Game,Sequencing,1579031442882,0,0,0,0,0,0,0,0
Luria Hand Game,Shifting,1579031449210,0,0,0,0,0,0,0,0
Luria Hand Game,Strategic Retrieval,1579031455285,0,0,0,0,0,0,0,0
Luria Hand Game,Switching,1579031461477,0,0,0,0,0,0,0,0
Luria Hand Game,Updating,1579031467615,0,0,0,0,0,0,0,0
Luria Hand Game,Verbal Processing,1579031473780,0,0,0,0,0,0,0,0
Luria Hand Game,Visuospatial Processing,1579031479866,0,0,0,0,0,0,0,0
Luria Hand Game,Volition,1579031486252,0,0,0,0,0,0,0,0
MONITOR,Behavioral Control,1579031492426,1,0,0,0,11,0,0,0
MONITOR,Behavioral Regulation,1579031498696,13,0,0,0,20,0,0,0
MONITOR,Central Executive,1579031504813,0,0,0,0,3,0,0,0
MONITOR,Cognitive Flexibility,1579031510972,9,0,0,0,24,0,0,0
MONITOR,Cognitive Control,1579031517322,19,0,0,0,81,0,0,0
MONITOR,Inhibition,1579031524300,34,0,0,0,3561,0,4,0
MONITOR,Inference Control,1579031530636,0,0,0,0,0,0,0,0
MONITOR,Response Inhibition,1579031536764,10,0,0,0,29,0,0,0
MONITOR,Working Memory,1579031542878,60,0,0,0,225,0,0,0
MONITOR,Creativity,1579031549087,0,0,0,0,23,0,0,0
MONITOR,Deductive Reasoning,1579031555218,0,0,0,0,1,0,0,0
MONITOR,Dual Task Coordination,1579031561398,0,0,0,0,0,0,0,0
MONITOR,Effective Performance,1579031567711,0,0,0,0,12,0,0,0
MONITOR,Emotional Control,1579031573879,19,0,0,0,24,0,0,0
MONITOR,Emotional Regulation,1579031579992,2,0,0,0,11,0,0,0
MONITOR,Executive Control,1579031586094,13,0,0,0,39,0,0,0
MONITOR,Feedback Learning,1579031592343,0,0,0,0,3,0,0,0
MONITOR,Fluency,1579031598466,10,0,0,0,77,0,0,0
MONITOR,Generativity,1579031604740,0,0,0,0,0,0,0,0
MONITOR,Fluid Intelligence,1579031610874,1,0,0,0,4,0,0,0
MONITOR,Logical Reasoning,1579031617010,0,0,0,0,5,0,0,0
MONITOR,Relational Reasoning,1579031623250,0,0,0,0,0,0,0,0
MONITOR,Inhibition Control,1579031629420,1,0,0,0,5,0,0,0
MONITOR,Initiation,1579031635562,8,0,0,0,1939,0,7,0
MONITOR,Mindfulness,1579031641780,0,0,0,0,52,0,0,0
MONITOR,Motivational Drive,1579031647941,0,0,0,0,0,0,0,0
MONITOR,Organization,1579031654153,16,0,0,0,2271,0,5,0
MONITOR,Problem Solving,1579031660487,5,0,0,0,121,0,0,0
MONITOR,Responsive Action,1579031666701,0,0,0,0,0,0,0,0
MONITOR,Response Conflict,1579031673436,0,0,0,0,17,0,0,0
MONITOR,Reward Processing,1579031679574,1,0,0,0,12,0,0,0
MONITOR,Self Control,1579031685777,4,0,0,0,41,0,0,0
MONITOR,Sequencing,1579031692047,1,0,0,0,1710,0,9,0
MONITOR,Shifting,1579031698329,7,0,0,0,288,0,0,0
MONITOR,Strategic Retrieval,1579031704402,0,0,0,0,2,0,0,0
MONITOR,Switching,1579031710492,6,0,0,0,521,0,1,0
MONITOR,Updating,1579031717082,7,0,0,0,132,0,0,0
MONITOR,Verbal Processing,1579031723186,0,0,0,0,1,0,0,0
MONITOR,Visuospatial Processing,1579031729297,0,0,0,0,3,0,0,0
MONITOR,Volition,1579031735476,1,0,0,0,6,0,0,0
Matrix Monitoring,Behavioral Control,1579031741672,0,0,0,0,0,0,0,0
Matrix Monitoring,Behavioral Regulation,1579031747717,0,0,0,0,0,0,0,0
Matrix Monitoring,Central Executive,1579031754055,0,0,0,0,0,0,0,0
Matrix Monitoring,Cognitive Flexibility,1579031760138,0,0,0,0,0,0,0,0
Matrix Monitoring,Cognitive Control,1579031766238,0,0,0,0,0,0,0,0
Matrix Monitoring,Inhibition,1579031772304,0,0,0,0,0,0,0,0
Matrix Monitoring,Inference Control,1579031778661,0,0,0,0,0,0,0,0
Matrix Monitoring,Response Inhibition,1579031784746,0,0,0,0,0,0,0,0
Matrix Monitoring,Working Memory,1579031790831,0,0,0,0,0,0,0,0
Matrix Monitoring,Creativity,1579031796911,0,0,0,0,0,0,0,0
Matrix Monitoring,Deductive Reasoning,1579031803004,0,0,0,0,0,0,0,0
Matrix Monitoring,Dual Task Coordination,1579031809107,0,0,0,0,0,0,0,0
Matrix Monitoring,Effective Performance,1579031815325,0,0,0,0,0,0,0,0
Matrix Monitoring,Emotional Control,1579031822453,0,0,0,0,0,0,0,0
Matrix Monitoring,Emotional Regulation,1579031828598,0,0,0,0,0,0,0,0
Matrix Monitoring,Executive Control,1579031834731,0,0,0,0,0,0,0,0
Matrix Monitoring,Feedback Learning,1579031840902,0,0,0,0,0,0,0,0
Matrix Monitoring,Fluency,1579031847030,0,0,0,0,0,0,0,0
Matrix Monitoring,Generativity,1579031853119,0,0,0,0,0,0,0,0
Matrix Monitoring,Fluid Intelligence,1579031859520,0,0,0,0,0,0,0,0
Matrix Monitoring,Logical Reasoning,1579031865613,0,0,0,0,0,0,0,0
Matrix Monitoring,Relational Reasoning,1579031871704,0,0,0,0,0,0,0,0
Matrix Monitoring,Inhibition Control,1579031877853,0,0,0,0,0,0,0,0
Matrix Monitoring,Initiation,1579031884036,0,0,0,0,0,0,0,0
Matrix Monitoring,Mindfulness,1579031890616,0,0,0,0,0,0,0,0
Matrix Monitoring,Motivational Drive,1579031896943,0,0,0,0,0,0,0,0
Matrix Monitoring,Organization,1579031903031,0,0,0,0,0,0,0,0
Matrix Monitoring,Problem Solving,1579031909102,0,0,0,0,0,0,0,0
Matrix Monitoring,Responsive Action,1579031915205,0,0,0,0,0,0,0,0
Matrix Monitoring,Response Conflict,1579031921322,0,0,0,0,0,0,0,0
Matrix Monitoring,Reward Processing,1579031927397,0,0,0,0,0,0,0,0
Matrix Monitoring,Self Control,1579031933509,0,0,0,0,0,0,0,0
Matrix Monitoring,Sequencing,1579031939591,0,0,0,0,0,0,0,0
Matrix Monitoring,Shifting,1579031945804,0,0,0,0,0,0,0,0
Matrix Monitoring,Strategic Retrieval,1579031951904,0,0,0,0,0,0,0,0
Matrix Monitoring,Switching,1579031958240,0,0,0,0,0,0,0,0
Matrix Monitoring,Updating,1579031964328,0,0,0,0,0,0,0,0
Matrix Monitoring,Verbal Processing,1579031970399,0,0,0,0,0,0,0,0
Matrix Monitoring,Visuospatial Processing,1579031977559,0,0,0,0,0,0,0,0
Matrix Monitoring,Volition,1579031983789,0,0,0,0,0,0,0,0
Mental Counters,Behavioral Control,1579031989900,0,0,0,0,0,0,0,0
Mental Counters,Behavioral Regulation,1579031995966,0,0,0,0,0,0,0,0
Mental Counters,Central Executive,1579032002091,0,0,0,0,0,0,0,0
Mental Counters,Cognitive Flexibility,1579032008180,0,0,0,0,0,0,0,0
Mental Counters,Cognitive Control,1579032014235,0,0,0,0,0,0,0,0
Mental Counters,Inhibition,1579032020387,0,0,0,0,0,0,0,0
Mental Counters,Inference Control,1579032026491,0,0,0,0,0,0,0,0
Mental Counters,Response Inhibition,1579032032595,0,0,0,0,0,0,0,0
Mental Counters,Working Memory,1579032038730,0,0,0,0,0,0,0,0
Mental Counters,Creativity,1579032044911,0,0,0,0,0,0,0,0
Mental Counters,Deductive Reasoning,1579032051033,0,0,0,0,0,0,0,0
Mental Counters,Dual Task Coordination,1579032057305,0,0,0,0,0,0,0,0
Mental Counters,Effective Performance,1579032063664,0,0,0,0,0,0,0,0
Mental Counters,Emotional Control,1579032069788,0,0,0,0,0,0,0,0
Mental Counters,Emotional Regulation,1579032075901,0,0,0,0,0,0,0,0
Mental Counters,Executive Control,1579032081990,0,0,0,0,0,0,0,0
Mental Counters,Feedback Learning,1579032088075,0,0,0,0,0,0,0,0
Mental Counters,Fluency,1579032095245,0,0,0,0,0,0,0,0
Mental Counters,Generativity,1579032101741,0,0,0,0,0,0,0,0
Mental Counters,Fluid Intelligence,1579032107860,0,0,0,0,0,0,0,0
Mental Counters,Logical Reasoning,1579032113918,0,0,0,0,0,0,0,0
Mental Counters,Relational Reasoning,1579032119977,0,0,0,0,0,0,0,0
Mental Counters,Inhibition Control,1579032126212,0,0,0,0,0,0,0,0
Mental Counters,Initiation,1579032132426,0,0,0,0,0,0,0,0
Mental Counters,Mindfulness,1579032138570,0,0,0,0,0,0,0,0
Mental Counters,Motivational Drive,1579032144950,0,0,0,0,0,0,0,0
Mental Counters,Organization,1579032151083,0,0,0,0,0,0,0,0
Mental Counters,Problem Solving,1579032157425,0,0,0,0,0,0,0,0
Mental Counters,Responsive Action,1579032163603,0,0,0,0,0,0,0,0
Mental Counters,Response Conflict,1579032169813,0,0,0,0,0,0,0,0
Mental Counters,Reward Processing,1579032175908,0,0,0,0,0,0,0,0
Mental Counters,Self Control,1579032181973,0,0,0,0,0,0,0,0
Mental Counters,Sequencing,1579032188127,0,0,0,0,0,0,0,0
Mental Counters,Shifting,1579032194159,0,0,0,0,0,0,0,0
Mental Counters,Strategic Retrieval,1579032200254,0,0,0,0,0,0,0,0
Mental Counters,Switching,1579032206694,0,0,0,0,0,0,0,0
Mental Counters,Updating,1579032212801,0,0,0,0,0,0,0,0
Mental Counters,Verbal Processing,1579032218905,0,0,0,0,0,0,0,0
Mental Counters,Visuospatial Processing,1579032225246,0,0,0,0,0,0,0,0
Mental Counters,Volition,1579032231340,0,0,0,0,0,0,0,0
Mister X,Behavioral Control,1579032237463,0,0,0,0,0,0,0,0
Mister X,Behavioral Regulation,1579032243635,0,0,0,0,0,0,0,0
Mister X,Central Executive,1579032249779,0,0,0,0,0,0,0,0
Mister X,Cognitive Flexibility,1579032255874,0,0,0,0,0,0,0,0
Mister X,Cognitive Control,1579032261959,0,0,0,0,0,0,0,0
Mister X,Inhibition,1579032268725,0,0,0,0,0,0,0,0
Mister X,Inference Control,1579032274804,0,0,0,0,0,0,0,0
Mister X,Response Inhibition,1579032280978,0,0,0,0,0,0,0,0
Mister X,Working Memory,1579032287103,0,0,0,0,0,0,0,0
Mister X,Creativity,1579032293194,0,0,0,0,0,0,0,0
Mister X,Deductive Reasoning,1579032299344,0,0,0,0,0,0,0,0
Mister X,Dual Task Coordination,1579032305489,0,0,0,0,0,0,0,0
Mister X,Effective Performance,1579032311576,0,0,0,0,0,0,0,0
Mister X,Emotional Control,1579032317791,0,0,0,0,0,0,0,0
Mister X,Emotional Regulation,1579032323871,0,0,0,0,0,0,0,0
Mister X,Executive Control,1579032329979,0,0,0,0,0,0,0,0
Mister X,Feedback Learning,1579032336025,0,0,0,0,0,0,0,0
Mister X,Fluency,1579032342141,0,0,0,0,0,0,0,0
Mister X,Generativity,1579032348421,0,0,0,0,0,0,0,0
Mister X,Fluid Intelligence,1579032354576,0,0,0,0,0,0,0,0
Mister X,Logical Reasoning,1579032360655,0,0,0,0,0,0,0,0
Mister X,Relational Reasoning,1579032366805,0,0,0,0,0,0,0,0
Mister X,Inhibition Control,1579032372958,0,0,0,0,0,0,0,0
Mister X,Initiation,1579032379034,0,0,0,0,0,0,0,0
Mister X,Mindfulness,1579032385112,0,0,0,0,0,0,0,0
Mister X,Motivational Drive,1579032391177,0,0,0,0,0,0,0,0
Mister X,Organization,1579032398833,0,0,0,0,0,0,0,0
Mister X,Problem Solving,1579032404932,0,0,0,0,0,0,0,0
Mister X,Responsive Action,1579032411143,0,0,0,0,0,0,0,0
Mister X,Response Conflict,1579032417279,0,0,0,0,0,0,0,0
Mister X,Reward Processing,1579032423382,0,0,0,0,0,0,0,0
Mister X,Self Control,1579032429641,0,0,0,0,0,0,0,0
Mister X,Sequencing,1579032435730,0,0,0,0,0,0,0,0
Mister X,Shifting,1579032441820,0,0,0,0,0,0,0,0
Mister X,Strategic Retrieval,1579032447912,0,0,0,0,0,0,0,0
Mister X,Switching,1579032454188,0,0,0,0,0,0,0,0
Mister X,Updating,1579032460281,0,0,0,0,0,0,0,0
Mister X,Verbal Processing,1579032466487,0,0,0,0,0,0,0,0
Mister X,Visuospatial Processing,1579032472667,0,0,0,0,0,0,0,0
Mister X,Volition,1579032478845,0,0,0,0,0,0,0,0
MCST,Behavioral Control,1579032484930,0,0,0,0,0,0,0,0
MCST,Behavioral Regulation,1579032491052,0,0,0,0,0,0,0,0
MCST,Central Executive,1579032497144,0,0,0,0,0,0,0,0
MCST,Cognitive Flexibility,1579032503224,2,0,0,0,2,0,0,0
MCST,Cognitive Control,1579032509398,0,0,0,0,1,0,0,0
MCST,Inhibition,1579032515497,2,0,0,0,3,0,0,0
MCST,Inference Control,1579032521643,0,0,0,0,0,0,0,0
MCST,Response Inhibition,1579032527685,0,0,0,0,0,0,0,0
MCST,Working Memory,1579032533988,4,0,0,0,8,0,0,0
MCST,Creativity,1579032540179,0,0,0,0,0,0,0,0
MCST,Deductive Reasoning,1579032546282,0,0,0,0,0,0,0,0
MCST,Dual Task Coordination,1579032552816,0,0,0,0,0,0,0,0
MCST,Effective Performance,1579032558933,0,0,0,0,0,0,0,0
MCST,Emotional Control,1579032565008,0,0,0,0,0,0,0,0
MCST,Emotional Regulation,1579032571103,0,0,0,0,0,0,0,0
MCST,Executive Control,1579032577329,0,0,0,0,2,0,0,0
MCST,Feedback Learning,1579032583549,0,0,0,0,0,0,0,0
MCST,Fluency,1579032589613,1,0,0,0,5,0,0,0
MCST,Generativity,1579032595920,0,0,0,0,0,0,0,0
MCST,Fluid Intelligence,1579032601997,0,0,0,0,0,0,0,0
MCST,Logical Reasoning,1579032608034,0,0,0,0,0,0,0,0
MCST,Relational Reasoning,1579032614159,0,0,0,0,0,0,0,0
MCST,Inhibition Control,1579032620206,0,0,0,0,0,0,0,0
MCST,Initiation,1579032626273,1,0,0,0,1,0,0,0
MCST,Mindfulness,1579032632502,0,0,0,0,0,0,0,0
MCST,Motivational Drive,1579032638535,0,0,0,0,0,0,0,0
MCST,Organization,1579032645249,0,0,0,0,0,0,0,0
MCST,Problem Solving,1579032651311,0,0,0,0,0,0,0,0
MCST,Responsive Action,1579032657506,0,0,0,0,0,0,0,0
MCST,Response Conflict,1579032663564,0,0,0,0,0,0,0,0
MCST,Reward Processing,1579032669741,0,0,0,0,0,0,0,0
MCST,Self Control,1579032675851,0,0,0,0,0,0,0,0
MCST,Sequencing,1579032681941,0,0,0,0,3,0,0,0
MCST,Shifting,1579032688003,4,0,0,0,9,0,0,0
MCST,Strategic Retrieval,1579032696143,0,0,0,0,0,0,0,0
MCST,Switching,1579032702508,0,0,0,0,3,0,0,0
MCST,Updating,1579032708589,1,0,0,0,2,0,0,0
MCST,Verbal Processing,1579032714694,0,0,0,0,0,0,0,0
MCST,Visuospatial Processing,1579032720883,0,0,0,0,0,0,0,0
MCST,Volition,1579032727096,0,0,0,0,0,0,0,0
Modified Card Sorting Test,Behavioral Control,1579032733150,0,0,0,0,0,0,0,0
Modified Card Sorting Test,Behavioral Regulation,1579032739259,0,0,0,0,0,0,0,0
Modified Card Sorting Test,Central Executive,1579032745372,0,0,0,0,1,0,0,0
Modified Card Sorting Test,Cognitive Flexibility,1579032751521,3,0,0,0,5,0,0,0
Modified Card Sorting Test,Cognitive Control,1579032757791,2,0,0,0,2,0,0,0
Modified Card Sorting Test,Inhibition,1579032763932,3,0,0,0,4,0,0,0
Modified Card Sorting Test,Inference Control,1579032770019,0,0,0,0,0,0,0,0
Modified Card Sorting Test,Response Inhibition,1579032776214,0,0,0,0,1,0,0,0
Modified Card Sorting Test,Working Memory,1579032782364,3,0,0,0,7,0,0,0
Modified Card Sorting Test,Creativity,1579032788447,0,0,0,0,0,0,0,0
Modified Card Sorting Test,Deductive Reasoning,1579032794644,0,0,0,0,0,0,0,0
Modified Card Sorting Test,Dual Task Coordination,1579032800728,0,0,0,0,0,0,0,0
Modified Card Sorting Test,Effective Performance,1579032806795,0,0,0,0,0,0,0,0
Modified Card Sorting Test,Emotional Control,1579032812878,0,0,0,0,0,0,0,0
Modified Card Sorting Test,Emotional Regulation,1579032818986,0,0,0,0,0,0,0,0
Modified Card Sorting Test,Executive Control,1579032825053,1,0,0,0,3,0,0,0
Modified Card Sorting Test,Feedback Learning,1579032831136,0,0,0,0,0,0,0,0
Modified Card Sorting Test,Fluency,1579032837725,4,0,0,0,16,0,0,0
Modified Card Sorting Test,Generativity,1579032843882,0,0,0,0,0,0,0,0
Modified Card Sorting Test,Fluid Intelligence,1579032849980,0,0,0,0,0,0,0,0
Modified Card Sorting Test,Logical Reasoning,1579032856107,0,0,0,0,0,0,0,0
Modified Card Sorting Test,Relational Reasoning,1579032862278,0,0,0,0,0,0,0,0
Modified Card Sorting Test,Inhibition Control,1579032868401,0,0,0,0,0,0,0,0
Modified Card Sorting Test,Initiation,1579032874879,1,0,0,0,1,0,0,0
Modified Card Sorting Test,Mindfulness,1579032880962,0,0,0,0,0,0,0,0
Modified Card Sorting Test,Motivational Drive,1579032887408,0,0,0,0,0,0,0,0
Modified Card Sorting Test,Organization,1579032893525,0,0,0,0,1,0,0,0
Modified Card Sorting Test,Problem Solving,1579032899593,0,0,0,0,3,0,0,0
Modified Card Sorting Test,Responsive Action,1579032905931,0,0,0,0,0,0,0,0
Modified Card Sorting Test,Response Conflict,1579032911984,0,0,0,0,0,0,0,0
Modified Card Sorting Test,Reward Processing,1579032918063,0,0,0,0,0,0,0,0
Modified Card Sorting Test,Self Control,1579032924151,0,0,0,0,0,0,0,0
Modified Card Sorting Test,Sequencing,1579032930193,0,0,0,0,0,0,0,0
Modified Card Sorting Test,Shifting,1579032936228,2,0,0,0,5,0,0,0
Modified Card Sorting Test,Strategic Retrieval,1579032942298,0,0,0,0,0,0,0,0
Modified Card Sorting Test,Switching,1579032948402,0,0,0,0,2,0,0,0
Modified Card Sorting Test,Updating,1579032954577,0,0,0,0,0,0,0,0
Modified Card Sorting Test,Verbal Processing,1579032960840,0,0,0,0,0,0,0,0
Modified Card Sorting Test,Visuospatial Processing,1579032967050,0,0,0,0,0,0,0,0
Modified Card Sorting Test,Volition,1579032973146,0,0,0,0,0,0,0,0
More Less Odd Even,Behavioral Control,1579032980213,0,0,0,0,0,0,0,0
More Less Odd Even,Behavioral Regulation,1579032986370,0,0,0,0,0,0,0,0
More Less Odd Even,Central Executive,1579032992475,0,0,0,0,0,0,0,0
More Less Odd Even,Cognitive Flexibility,1579032998697,0,0,0,0,0,0,0,0
More Less Odd Even,Cognitive Control,1579033004787,0,0,0,0,0,0,0,0
More Less Odd Even,Inhibition,1579033011259,0,0,0,0,0,0,0,0
More Less Odd Even,Inference Control,1579033017330,0,0,0,0,0,0,0,0
More Less Odd Even,Response Inhibition,1579033023505,0,0,0,0,0,0,0,0
More Less Odd Even,Working Memory,1579033030136,0,0,0,0,0,0,0,0
More Less Odd Even,Creativity,1579033036339,0,0,0,0,0,0,0,0
More Less Odd Even,Deductive Reasoning,1579033042904,0,0,0,0,0,0,0,0
More Less Odd Even,Dual Task Coordination,1579033050072,0,0,0,0,0,0,0,0
More Less Odd Even,Effective Performance,1579033056835,0,0,0,0,0,0,0,0
More Less Odd Even,Emotional Control,1579033062885,0,0,0,0,0,0,0,0
More Less Odd Even,Emotional Regulation,1579033069335,0,0,0,0,0,0,0,0
More Less Odd Even,Executive Control,1579033076061,0,0,0,0,0,0,0,0
More Less Odd Even,Feedback Learning,1579033098596,0,0,0,0,0,0,0,0
More Less Odd Even,Fluency,1579033104410,0,0,0,0,0,0,0,0
More Less Odd Even,Generativity,1579033110849,0,0,0,0,0,0,0,0
More Less Odd Even,Fluid Intelligence,1579033117210,0,0,0,0,0,0,0,0
More Less Odd Even,Logical Reasoning,1579033123408,0,0,0,0,0,0,0,0
More Less Odd Even,Relational Reasoning,1579033129632,0,0,0,0,0,0,0,0
More Less Odd Even,Inhibition Control,1579033135937,0,0,0,0,0,0,0,0
More Less Odd Even,Initiation,1579033142194,0,0,0,0,0,0,0,0
More Less Odd Even,Mindfulness,1579033148524,0,0,0,0,0,0,0,0
More Less Odd Even,Motivational Drive,1579033154867,0,0,0,0,0,0,0,0
More Less Odd Even,Organization,1579033161041,0,0,0,0,0,0,0,0
Wisconsin Card Sort,Relational Reasoning,1579033172420,0,0,0,0,0,0,0,0
Stop Signal,Visuospatial Processing,1579033178308,0,0,0,0,0,0,0,0
Complex Span,Emotional Regulation,1579033184516,0,0,0,0,0,0,0,0
Pick the Picture,Mindfulness,1579033190896,0,0,0,0,0,0,0,0
Stop Signal,Volition,1579033197215,0,0,0,0,5,3,0,0
Digit Span,Visuospatial Processing,1579033203574,1,0,0,0,4,0,1,0
Random Letter Generation,Verbal Processing,1579033209920,0,0,0,0,0,0,0,0
Snack Delay,Emotional Control,1579033216207,0,0,0,0,0,0,0,0
Visual Matrix Span,Volition,1579033222420,0,0,0,0,0,0,0,0
Multiple Object Tracking,Dual Task Coordination,1579033228740,0,0,0,0,0,0,0,0
Block Span,Central Executive,1579033234983,0,0,0,0,2,0,0,0
Pictorial Updating,Self Control,1579033241206,0,0,0,0,0,0,0,0
Nebraska Barnyard,Inhibition Control,1579033247601,0,0,0,0,0,0,0,0
Random Number Generation,Creativity,1579033253924,0,0,0,0,1,0,0,0
Pictorial Updating,Effective Performance,1579033260237,0,0,0,0,0,0,0,0
Pick the Picture,Deductive Reasoning,1579033266501,0,0,0,0,0,0,0,0
Snack Delay,Deductive Reasoning,1579033272746,0,0,0,0,0,0,0,0
Nine Boxes,Deductive Reasoning,1579033280065,0,0,0,0,0,0,0,0
Shape School,Verbal Processing,1579033286365,0,0,0,0,0,0,0,0
Tower of Hanoi,Initiation,1579033292990,1,0,0,0,4,0,0,0
Verbal Fluency,Response Inhibition,1579033299247,42,0,2,0,71,1,5,0
Pencil Tapping,Effective Performance,1579033305548,0,0,0,0,0,0,0,0
Tower of Hanoi,Motivational Drive,1579033311793,0,0,0,0,0,0,0,0
WCST,Inference Control,1579033318038,0,0,0,0,0,0,0,0
Sorting,Shifting,1579033324279,104,21,79,0,347,63,201,0
Random Number Generation,Central Executive,1579033330818,5,1,0,0,11,1,0,0
Pencil Tapping,Problem Solving,1579033337298,0,0,0,0,0,0,0,0
Somethings the Same Game,Emotional Control,1579033343644,0,0,0,0,0,0,0,0
Running Span,Feedback Learning,1579033349898,0,0,0,0,0,0,0,0
Serial Substraction of Sevens,Inhibition,1579033356242,0,0,0,0,0,0,0,0
Sorting,Emotional Regulation,1579033362839,3,0,3,0,4,0,4,0
Reverse Categorization,Response Inhibition,1579033369171,0,0,0,0,1,0,0,0
Tower of London,Fluency,1579033375342,32,5,10,0,63,9,15,0
